user_id,event_sequence,label
2332,"[2, 5, 18, 14, 18, 2, 11, 5, 13, 2, 3, 14, 13, 13, 13, 13, 12, 5, 3, 18]",1
2333,"[14, 3, 11, 13, 14, 5, 13, 12, 11, 5, 5, 12, 2, 5, 2, 18, 18, 5, 18, 11]",1
2334,"[12, 14, 18, 2, 12, 2, 18, 2, 18, 11, 12, 13, 14, 12, 18, 3, 2, 12, 12, 18]",1
2335,"[4, 24, 23, 4, 24, 24, 3, 23, 3, 4, 3, 3, 24, 2, 8, 8, 8, 23, 6, 24]",0
2336,"[2, 6, 4, 8, 8, 4, 8, 6, 23, 23, 3, 2, 6, 8, 6, 4, 4, 3, 8, 2]",0
2337,"[14, 13, 12, 18, 14, 2, 12, 12, 3, 18, 11, 2, 14, 2, 11, 5, 2, 2, 13, 2]",1
2338,"[2, 8, 23, 24, 3, 2, 6, 2, 3, 23, 2, 4, 23, 24, 23, 6, 3, 4, 6, 23]",0
2339,"[2, 8, 3, 4, 2, 3, 8, 2, 4, 8, 2, 6, 4, 4, 4, 24, 8, 24, 8, 4]",0
2340,"[6, 24, 23, 24, 3, 4, 4, 23, 4, 3, 8, 23, 6, 4, 8, 6, 2, 23, 2, 4]",0
2341,"[24, 4, 6, 2, 8, 8, 3, 3, 24, 4, 24, 8, 2, 3, 8, 24, 6, 8, 8, 24]",0
2342,"[24, 2, 23, 24, 23, 3, 23, 23, 8, 8, 23, 4, 24, 8, 2, 8, 4, 24, 6, 4]",0
2343,"[12, 14, 18, 2, 5, 2, 18, 3, 12, 12, 14, 14, 3, 14, 5, 3, 14, 14, 18, 5]",1
2344,"[3, 23, 2, 2, 2, 2, 8, 3, 23, 24, 2, 2, 6, 24, 3, 2, 3, 24, 8, 24]",0
2345,"[6, 2, 3, 24, 2, 24, 23, 4, 6, 2, 2, 23, 8, 24, 6, 3, 24, 23, 4, 2]",0
2346,"[3, 2, 8, 3, 8, 4, 2, 23, 24, 23, 24, 24, 8, 4, 23, 4, 6, 3, 6, 2]",0
2347,"[3, 3, 2, 4, 6, 3, 3, 24, 6, 24, 3, 3, 3, 3, 8, 2, 2, 6, 24, 6]",0
2348,"[13, 13, 14, 13, 3, 2, 18, 5, 14, 12, 18, 13, 3, 18, 12, 12, 14, 13, 3, 18]",1
2349,"[3, 6, 8, 3, 24, 6, 8, 24, 2, 4, 23, 3, 3, 23, 2, 2, 23, 24, 4, 4]",0
2350,"[8, 3, 2, 6, 2, 6, 4, 3, 3, 8, 24, 23, 24, 3, 2, 23, 4, 4, 3, 2]",0
2351,"[2, 5, 11, 14, 13, 3, 12, 18, 18, 13, 2, 13, 5, 12, 18, 18, 14, 18, 5, 18]",1
2352,"[11, 3, 3, 3, 5, 14, 5, 11, 18, 18, 3, 2, 13, 12, 3, 2, 5, 11, 11, 12]",1
2353,"[24, 24, 4, 24, 8, 4, 24, 6, 4, 6, 8, 6, 4, 6, 2, 2, 6, 24, 2, 24]",0
2354,"[23, 6, 23, 6, 6, 8, 6, 24, 4, 2, 4, 3, 24, 3, 2, 4, 8, 24, 3, 8]",0
2355,"[6, 6, 2, 6, 23, 6, 23, 3, 8, 24, 24, 8, 24, 6, 8, 4, 4, 6, 6, 8]",0
2356,"[8, 23, 2, 23, 8, 8, 24, 23, 24, 3, 8, 4, 3, 3, 24, 23, 8, 3, 23, 8]",0
2357,"[23, 2, 3, 3, 4, 6, 2, 23, 24, 4, 24, 6, 23, 23, 23, 24, 8, 4, 2, 6]",0
2358,"[12, 18, 3, 3, 14, 13, 14, 2, 12, 18, 18, 13, 3, 12, 12, 5, 14, 3, 5, 13]",1
2359,"[5, 12, 12, 2, 14, 12, 14, 2, 3, 13, 18, 5, 3, 2, 13, 14, 3, 18, 11, 12]",1
2360,"[3, 23, 3, 6, 2, 4, 6, 6, 8, 2, 2, 23, 6, 8, 2, 4, 6, 24, 24, 2]",0
2361,"[4, 24, 3, 4, 24, 6, 4, 23, 2, 23, 6, 4, 23, 4, 6, 23, 3, 3, 23, 8]",0
2362,"[6, 4, 6, 6, 2, 4, 23, 24, 3, 2, 23, 6, 4, 8, 2, 24, 4, 2, 4, 8]",0
2363,"[4, 24, 6, 2, 2, 3, 6, 2, 23, 24, 8, 4, 2, 24, 24, 4, 6, 6, 3, 8]",0
2364,"[2, 13, 3, 13, 3, 11, 5, 14, 11, 11, 2, 13, 13, 3, 5, 12, 12, 2, 13, 12]",1
2365,"[23, 8, 8, 6, 3, 24, 23, 2, 24, 3, 3, 3, 6, 8, 23, 3, 6, 6, 24, 3]",0
2366,"[4, 24, 3, 8, 2, 8, 4, 8, 24, 6, 24, 8, 24, 23, 2, 24, 6, 6, 6, 4]",0
2367,"[2, 8, 3, 4, 4, 4, 3, 2, 6, 8, 3, 4, 23, 6, 6, 3, 23, 6, 4, 2]",0
2368,"[4, 3, 23, 4, 24, 4, 23, 6, 23, 24, 2, 3, 24, 8, 3, 23, 3, 2, 2, 8]",0
2369,"[3, 4, 2, 2, 6, 23, 3, 2, 2, 24, 2, 6, 3, 4, 3, 8, 4, 23, 6, 23]",0
2370,"[2, 2, 24, 8, 8, 6, 24, 23, 24, 3, 3, 4, 8, 6, 23, 4, 8, 24, 2, 6]",0
2371,"[5, 2, 2, 13, 13, 14, 13, 11, 3, 18, 5, 11, 3, 2, 11, 18, 3, 3, 13, 3]",1
2372,"[14, 18, 11, 3, 2, 14, 12, 14, 18, 12, 12, 5, 3, 13, 13, 11, 5, 11, 11, 12]",1
2373,"[4, 4, 6, 2, 24, 8, 4, 6, 8, 2, 24, 24, 23, 8, 6, 2, 23, 24, 6, 24]",0
2374,"[4, 4, 23, 4, 8, 24, 8, 24, 4, 23, 23, 2, 24, 3, 23, 8, 24, 8, 8, 4]",0
2375,"[4, 23, 6, 23, 2, 8, 24, 3, 3, 23, 23, 8, 6, 2, 3, 6, 24, 8, 23, 3]",0
2376,"[2, 23, 23, 23, 3, 3, 2, 23, 8, 2, 3, 23, 2, 23, 24, 4, 24, 2, 2, 8]",0
2377,"[23, 2, 2, 23, 2, 3, 6, 4, 23, 3, 6, 2, 24, 3, 3, 6, 23, 4, 8, 4]",0
2378,"[4, 24, 6, 24, 23, 8, 24, 2, 3, 6, 3, 4, 2, 8, 6, 8, 8, 6, 2, 8]",0
2379,"[5, 11, 5, 5, 12, 13, 12, 11, 13, 2, 11, 5, 12, 11, 3, 3, 2, 11, 14, 5]",1
2380,"[24, 4, 3, 23, 4, 4, 3, 24, 24, 6, 4, 6, 8, 24, 2, 24, 2, 3, 3, 8]",0
2381,"[12, 2, 18, 3, 5, 5, 18, 3, 18, 12, 14, 14, 12, 11, 13, 11, 18, 11, 2, 12]",1
2382,"[24, 2, 24, 6, 2, 4, 24, 4, 23, 3, 24, 4, 2, 23, 8, 24, 24, 23, 24, 2]",0
2383,"[6, 24, 24, 24, 8, 24, 4, 6, 4, 3, 4, 3, 8, 24, 3, 6, 2, 24, 2, 2]",0
2384,"[3, 12, 3, 2, 5, 12, 11, 5, 11, 13, 2, 13, 12, 5, 3, 2, 11, 3, 18, 5]",1
2385,"[3, 5, 12, 5, 5, 11, 3, 2, 2, 12, 12, 11, 5, 14, 11, 5, 5, 18, 5, 14]",1
2386,"[23, 3, 2, 3, 2, 3, 2, 6, 6, 4, 24, 4, 24, 8, 23, 6, 4, 2, 3, 2]",0
2387,"[18, 2, 13, 14, 18, 5, 12, 14, 2, 11, 12, 13, 14, 3, 14, 5, 14, 3, 11, 3]",1
2388,"[3, 12, 14, 12, 18, 5, 14, 12, 5, 18, 14, 2, 5, 11, 13, 2, 5, 12, 5, 14]",1
2389,"[5, 14, 14, 2, 3, 13, 11, 18, 3, 14, 12, 5, 5, 3, 13, 13, 11, 18, 3, 11]",1
2390,"[24, 4, 4, 23, 2, 23, 3, 6, 8, 3, 6, 2, 3, 6, 24, 3, 24, 8, 23, 8]",0
2391,"[23, 8, 24, 23, 23, 6, 8, 6, 8, 6, 8, 3, 24, 3, 8, 3, 4, 24, 3, 24]",0
2392,"[4, 24, 2, 8, 2, 24, 8, 24, 4, 24, 4, 24, 24, 4, 24, 4, 8, 4, 2, 3]",0
2393,"[8, 2, 23, 4, 2, 24, 3, 3, 24, 3, 3, 6, 3, 24, 2, 24, 24, 24, 8, 8]",0
2394,"[6, 6, 6, 3, 6, 6, 6, 23, 23, 8, 3, 23, 8, 8, 4, 23, 4, 24, 24, 8]",0
2395,"[23, 3, 8, 6, 24, 3, 3, 23, 8, 4, 2, 23, 6, 8, 24, 3, 8, 4, 8, 8]",0
2396,"[3, 12, 13, 13, 5, 5, 14, 3, 14, 11, 13, 2, 2, 12, 3, 5, 18, 3, 13, 12]",1
2397,"[6, 4, 6, 23, 6, 8, 6, 6, 6, 3, 4, 23, 6, 24, 24, 8, 8, 23, 23, 3]",0
2398,"[23, 6, 23, 6, 6, 24, 24, 24, 23, 8, 24, 6, 8, 24, 6, 4, 8, 24, 6, 8]",0
2399,"[12, 11, 3, 12, 13, 3, 11, 14, 14, 3, 2, 12, 18, 5, 5, 13, 18, 14, 14, 12]",1
2400,"[12, 2, 11, 18, 18, 18, 14, 12, 11, 18, 14, 13, 2, 13, 12, 12, 2, 5, 5, 2]",1
2401,"[8, 4, 3, 6, 4, 24, 23, 3, 24, 3, 8, 23, 4, 23, 24, 6, 8, 3, 4, 4]",0
2402,"[23, 23, 3, 24, 24, 23, 3, 24, 4, 4, 6, 3, 24, 23, 3, 24, 4, 2, 8, 3]",0
2403,"[6, 2, 4, 4, 24, 6, 24, 6, 8, 6, 23, 6, 3, 4, 23, 6, 6, 2, 23, 23]",0
2404,"[6, 2, 8, 8, 8, 6, 8, 6, 2, 4, 24, 4, 4, 2, 2, 8, 24, 2, 8, 2]",0
2405,"[4, 4, 23, 3, 6, 24, 6, 4, 3, 23, 3, 23, 23, 23, 4, 3, 2, 2, 23, 23]",0
2406,"[8, 23, 2, 2, 3, 3, 8, 23, 3, 23, 2, 4, 4, 3, 8, 23, 3, 23, 8, 3]",0
2407,"[3, 23, 23, 2, 6, 6, 6, 8, 23, 23, 6, 2, 24, 6, 6, 4, 23, 8, 24, 2]",0
2408,"[23, 3, 8, 2, 6, 2, 23, 4, 4, 8, 23, 23, 4, 8, 8, 8, 4, 24, 8, 23]",0
2409,"[4, 24, 23, 23, 2, 6, 6, 6, 6, 2, 3, 4, 8, 3, 6, 3, 3, 24, 4, 23]",0
2410,"[24, 24, 8, 4, 8, 23, 6, 6, 24, 23, 6, 4, 24, 6, 8, 3, 24, 2, 6, 8]",0
2411,"[8, 3, 23, 2, 8, 6, 8, 3, 24, 6, 6, 8, 4, 8, 3, 3, 4, 24, 24, 3]",0
2412,"[23, 6, 24, 23, 2, 2, 8, 23, 8, 3, 24, 8, 2, 2, 6, 2, 23, 4, 6, 23]",0
2413,"[12, 18, 13, 14, 2, 11, 18, 14, 3, 12, 12, 18, 14, 12, 11, 12, 11, 12, 13, 13]",1
2414,"[3, 12, 2, 12, 18, 18, 18, 14, 14, 12, 2, 13, 18, 11, 12, 18, 5, 5, 14, 14]",1
2415,"[12, 2, 14, 3, 11, 5, 14, 18, 3, 18, 14, 2, 5, 18, 2, 14, 18, 3, 2, 3]",1
2416,"[24, 23, 24, 4, 23, 6, 23, 4, 23, 2, 4, 23, 6, 3, 4, 8, 2, 6, 24, 3]",0
2417,"[23, 4, 8, 4, 2, 8, 8, 2, 3, 2, 23, 24, 6, 8, 6, 24, 23, 23, 8, 6]",0
2418,"[3, 12, 5, 13, 12, 14, 14, 3, 2, 5, 2, 14, 18, 18, 12, 11, 18, 3, 3, 5]",1
2419,"[23, 2, 4, 24, 2, 2, 2, 8, 2, 8, 2, 4, 24, 23, 24, 6, 23, 3, 24, 3]",0
2420,"[18, 5, 14, 18, 18, 14, 11, 14, 13, 2, 5, 18, 12, 2, 11, 11, 13, 3, 13, 14]",1
2421,"[11, 12, 14, 18, 11, 11, 13, 11, 11, 3, 3, 12, 5, 12, 12, 5, 14, 12, 2, 18]",1
2422,"[11, 3, 5, 3, 18, 18, 11, 3, 18, 14, 18, 12, 12, 3, 11, 14, 11, 18, 12, 12]",1
2423,"[5, 14, 14, 13, 14, 12, 2, 3, 13, 5, 18, 14, 2, 11, 11, 3, 18, 13, 14, 13]",1
2424,"[2, 23, 6, 23, 8, 8, 3, 8, 24, 24, 8, 3, 8, 3, 6, 6, 8, 23, 8, 3]",0
2425,"[5, 12, 12, 12, 13, 2, 13, 3, 14, 5, 12, 13, 12, 14, 14, 5, 2, 14, 18, 18]",1
2426,"[5, 5, 11, 2, 12, 2, 5, 2, 18, 12, 11, 5, 13, 12, 13, 13, 2, 12, 5, 14]",1
2427,"[3, 2, 14, 12, 14, 18, 5, 5, 12, 13, 14, 18, 3, 2, 18, 14, 13, 14, 11, 18]",1
2428,"[4, 2, 3, 4, 8, 23, 2, 4, 8, 23, 24, 4, 23, 2, 2, 4, 2, 3, 6, 3]",0
2429,"[12, 12, 14, 13, 14, 5, 3, 12, 12, 13, 18, 2, 5, 5, 18, 13, 14, 13, 5, 18]",1
2430,"[8, 4, 23, 4, 6, 2, 6, 3, 8, 3, 6, 6, 3, 3, 23, 24, 24, 23, 24, 2]",0
2431,"[24, 23, 6, 3, 4, 6, 23, 24, 23, 4, 6, 3, 8, 2, 24, 23, 3, 4, 6, 2]",0
2432,"[3, 4, 23, 8, 8, 2, 4, 4, 2, 8, 8, 23, 8, 24, 6, 2, 23, 2, 8, 23]",0
2433,"[5, 3, 11, 3, 12, 13, 5, 2, 14, 3, 13, 18, 2, 2, 3, 18, 2, 11, 13, 5]",1
2434,"[2, 8, 6, 8, 4, 3, 8, 6, 2, 4, 8, 23, 4, 24, 4, 3, 23, 23, 23, 8]",0
2435,"[2, 23, 6, 24, 6, 8, 23, 3, 3, 24, 6, 8, 2, 3, 4, 23, 4, 4, 4, 6]",0
2436,"[24, 4, 23, 23, 24, 2, 3, 6, 23, 6, 4, 23, 6, 3, 4, 4, 6, 6, 23, 8]",0
2437,"[24, 2, 4, 4, 2, 3, 23, 2, 3, 6, 4, 24, 3, 6, 6, 6, 8, 23, 3, 24]",0
2438,"[2, 3, 24, 3, 24, 6, 4, 3, 8, 4, 6, 3, 3, 6, 4, 24, 24, 2, 3, 8]",0
2439,"[18, 3, 5, 14, 11, 2, 14, 18, 5, 14, 3, 5, 12, 2, 12, 14, 11, 5, 12, 5]",1
2440,"[23, 4, 23, 2, 8, 2, 3, 6, 8, 3, 24, 3, 8, 4, 8, 8, 24, 24, 23, 3]",0
2441,"[24, 24, 6, 2, 6, 2, 8, 8, 23, 23, 23, 4, 4, 24, 6, 3, 2, 8, 24, 23]",0
2442,"[3, 4, 6, 8, 6, 4, 24, 2, 8, 23, 4, 2, 6, 3, 8, 23, 3, 6, 23, 6]",0
2443,"[6, 4, 6, 6, 6, 8, 23, 8, 24, 24, 3, 4, 6, 24, 3, 24, 8, 6, 2, 6]",0
2444,"[4, 23, 4, 6, 4, 4, 2, 6, 23, 6, 24, 6, 8, 24, 2, 8, 8, 2, 2, 2]",0
2445,"[23, 3, 4, 4, 24, 24, 3, 2, 4, 2, 6, 6, 6, 3, 23, 23, 3, 4, 8, 6]",0
2446,"[12, 5, 18, 13, 3, 2, 2, 5, 18, 12, 13, 3, 18, 11, 12, 11, 3, 13, 2, 2]",1
2447,"[24, 23, 23, 6, 24, 2, 24, 23, 3, 24, 4, 3, 23, 4, 6, 2, 23, 8, 2, 8]",0
2448,"[5, 13, 11, 14, 3, 14, 3, 5, 2, 5, 14, 2, 5, 13, 12, 14, 13, 2, 2, 2]",1
2449,"[24, 6, 2, 8, 4, 6, 24, 24, 3, 6, 24, 4, 2, 23, 4, 24, 8, 4, 3, 4]",0
2450,"[5, 11, 2, 5, 3, 11, 14, 14, 3, 5, 13, 14, 18, 13, 13, 5, 14, 3, 12, 3]",1
2451,"[24, 23, 24, 3, 23, 2, 23, 3, 8, 6, 23, 4, 3, 4, 24, 6, 6, 23, 24, 2]",0
2452,"[24, 3, 4, 6, 6, 4, 2, 2, 23, 6, 2, 4, 23, 24, 23, 6, 2, 23, 6, 23]",0
2453,"[13, 14, 3, 14, 12, 3, 13, 2, 3, 18, 12, 18, 3, 12, 13, 2, 12, 13, 3, 18]",1
2454,"[2, 14, 5, 2, 14, 12, 3, 11, 18, 13, 2, 5, 18, 18, 12, 14, 11, 5, 18, 3]",1
2455,"[4, 3, 6, 3, 23, 2, 8, 6, 24, 4, 8, 6, 23, 23, 24, 8, 2, 2, 4, 4]",0
2456,"[5, 13, 11, 13, 11, 5, 13, 5, 5, 13, 13, 5, 14, 3, 18, 18, 12, 2, 5, 14]",1
2457,"[8, 2, 2, 8, 3, 3, 2, 4, 2, 3, 3, 8, 6, 23, 3, 3, 2, 3, 8, 4]",0
2458,"[23, 6, 3, 2, 2, 2, 4, 2, 3, 3, 2, 24, 2, 23, 24, 24, 23, 4, 8, 23]",0
2459,"[4, 4, 2, 2, 8, 3, 8, 6, 4, 6, 23, 4, 2, 8, 8, 23, 2, 3, 6, 6]",0
2460,"[2, 4, 2, 24, 8, 23, 24, 24, 6, 2, 4, 23, 6, 8, 3, 4, 23, 4, 8, 8]",0
2461,"[5, 13, 5, 18, 11, 3, 14, 5, 13, 11, 18, 11, 2, 12, 14, 2, 11, 12, 14, 3]",1
2462,"[6, 23, 2, 4, 8, 2, 8, 8, 3, 8, 24, 24, 6, 6, 8, 8, 4, 2, 6, 4]",0
2463,"[4, 6, 4, 8, 23, 4, 23, 3, 6, 2, 2, 2, 2, 6, 4, 3, 8, 8, 4, 2]",0
2464,"[3, 2, 8, 8, 24, 24, 2, 23, 2, 8, 6, 3, 24, 8, 24, 2, 3, 6, 6, 4]",0
2465,"[5, 11, 18, 13, 11, 2, 13, 12, 18, 13, 11, 12, 5, 5, 12, 11, 12, 2, 5, 2]",1
2466,"[3, 3, 12, 12, 18, 13, 11, 3, 5, 11, 11, 18, 2, 2, 14, 3, 14, 18, 5, 14]",1
2467,"[3, 13, 2, 3, 5, 5, 2, 11, 13, 3, 2, 18, 3, 18, 14, 2, 11, 11, 3, 5]",1
2468,"[23, 24, 8, 4, 4, 2, 6, 4, 24, 2, 4, 24, 2, 2, 2, 4, 3, 23, 8, 24]",0
2469,"[24, 24, 8, 8, 3, 4, 24, 24, 4, 4, 8, 4, 24, 3, 8, 23, 3, 8, 6, 24]",0
2470,"[12, 3, 5, 5, 3, 3, 18, 5, 18, 11, 5, 14, 14, 3, 5, 14, 12, 2, 5, 11]",1
2471,"[12, 13, 2, 18, 12, 14, 18, 12, 13, 18, 5, 3, 11, 5, 13, 3, 3, 18, 18, 18]",1
2472,"[3, 3, 4, 2, 24, 6, 3, 2, 8, 4, 3, 3, 8, 24, 2, 24, 4, 8, 3, 6]",0
2473,"[2, 12, 18, 11, 2, 12, 3, 12, 2, 12, 13, 12, 2, 18, 5, 12, 13, 11, 3, 13]",1
2474,"[2, 11, 13, 5, 2, 11, 5, 18, 11, 12, 3, 18, 13, 18, 12, 18, 2, 13, 3, 5]",1
2475,"[12, 5, 3, 12, 5, 5, 3, 14, 18, 5, 3, 14, 14, 13, 13, 3, 12, 2, 3, 2]",1
2476,"[8, 6, 3, 6, 6, 24, 2, 2, 3, 4, 24, 3, 8, 3, 8, 6, 24, 4, 3, 4]",0
2477,"[6, 24, 4, 23, 6, 2, 23, 8, 3, 23, 8, 24, 4, 8, 6, 23, 3, 23, 24, 4]",0
2478,"[23, 4, 4, 23, 23, 3, 4, 23, 24, 8, 6, 6, 23, 3, 24, 24, 8, 4, 8, 4]",0
2479,"[24, 24, 8, 23, 23, 3, 6, 6, 6, 2, 24, 23, 23, 2, 6, 4, 6, 8, 3, 6]",0
2480,"[4, 4, 4, 6, 23, 8, 2, 8, 6, 4, 2, 3, 3, 3, 4, 24, 23, 23, 2, 2]",0
2481,"[6, 4, 3, 2, 24, 4, 6, 3, 6, 3, 24, 8, 24, 23, 6, 23, 2, 23, 8, 6]",0
2482,"[2, 8, 3, 6, 8, 24, 8, 3, 3, 3, 6, 2, 23, 24, 6, 23, 6, 4, 2, 2]",0
2483,"[4, 6, 2, 3, 24, 3, 8, 23, 3, 24, 3, 23, 8, 2, 24, 2, 24, 4, 6, 3]",0
2484,"[8, 24, 4, 6, 8, 23, 4, 3, 8, 4, 6, 2, 23, 2, 3, 3, 2, 6, 24, 4]",0
2485,"[5, 13, 11, 5, 11, 3, 11, 2, 2, 5, 2, 13, 2, 3, 3, 12, 13, 5, 3, 3]",1
2486,"[3, 2, 12, 3, 2, 14, 18, 5, 3, 2, 13, 12, 11, 14, 18, 18, 14, 11, 2, 11]",1
2487,"[24, 3, 6, 2, 2, 8, 8, 3, 3, 24, 24, 4, 4, 6, 4, 23, 8, 6, 4, 23]",0
2488,"[18, 13, 3, 5, 18, 12, 18, 5, 2, 14, 11, 3, 3, 11, 14, 3, 2, 13, 5, 3]",1
2489,"[13, 14, 11, 2, 2, 18, 13, 12, 14, 11, 2, 14, 2, 3, 13, 5, 13, 12, 2, 2]",1
2490,"[2, 4, 6, 3, 24, 4, 6, 6, 23, 23, 6, 8, 3, 8, 3, 3, 23, 3, 23, 3]",0
2491,"[3, 3, 23, 8, 6, 24, 4, 2, 8, 3, 6, 24, 3, 24, 2, 6, 4, 24, 4, 23]",0
2492,"[12, 13, 2, 3, 13, 3, 18, 3, 5, 3, 14, 2, 5, 12, 11, 12, 5, 13, 11, 2]",1
2493,"[18, 14, 3, 14, 12, 13, 18, 3, 2, 14, 14, 2, 18, 3, 18, 5, 14, 3, 2, 2]",1
2494,"[2, 12, 3, 5, 13, 2, 12, 3, 3, 2, 5, 11, 11, 2, 11, 14, 14, 14, 14, 13]",1
2495,"[3, 12, 12, 14, 14, 18, 2, 12, 13, 14, 18, 11, 12, 18, 3, 14, 14, 11, 14, 2]",1
2496,"[4, 23, 2, 2, 6, 24, 2, 2, 23, 23, 4, 4, 6, 3, 6, 2, 23, 24, 4, 4]",0
2497,"[3, 4, 3, 3, 2, 3, 8, 2, 3, 2, 2, 6, 23, 23, 2, 2, 6, 2, 3, 23]",0
2498,"[18, 18, 18, 12, 14, 14, 11, 13, 3, 18, 13, 14, 5, 3, 12, 12, 18, 14, 2, 11]",1
2499,"[3, 6, 6, 4, 4, 24, 8, 4, 3, 2, 23, 23, 2, 3, 2, 6, 8, 6, 24, 24]",0
2500,"[6, 23, 2, 24, 3, 2, 2, 6, 2, 4, 6, 4, 24, 2, 24, 3, 6, 23, 6, 4]",0
2501,"[3, 3, 23, 2, 6, 23, 24, 23, 24, 8, 23, 4, 8, 3, 8, 4, 3, 8, 2, 23]",0
2502,"[2, 24, 4, 8, 2, 6, 23, 2, 8, 6, 23, 23, 24, 2, 24, 3, 6, 3, 2, 3]",0
2503,"[8, 2, 4, 24, 23, 6, 2, 23, 24, 23, 3, 2, 24, 24, 8, 3, 3, 23, 2, 23]",0
2504,"[24, 2, 3, 6, 24, 8, 24, 2, 8, 3, 6, 6, 3, 23, 8, 2, 4, 2, 24, 23]",0
2505,"[24, 8, 2, 24, 24, 24, 24, 8, 2, 4, 6, 23, 6, 23, 24, 6, 2, 2, 6, 23]",0
2506,"[8, 3, 24, 3, 2, 4, 2, 6, 2, 2, 6, 23, 6, 24, 24, 4, 4, 24, 3, 24]",0
2507,"[6, 23, 8, 2, 3, 4, 3, 24, 3, 2, 2, 6, 2, 4, 23, 23, 23, 24, 24, 24]",0
2508,"[6, 3, 6, 2, 3, 2, 2, 6, 2, 8, 3, 23, 3, 24, 24, 8, 23, 8, 24, 23]",0
2509,"[3, 8, 3, 2, 2, 8, 2, 2, 6, 8, 4, 6, 24, 8, 24, 24, 4, 2, 23, 23]",0
2510,"[4, 2, 6, 24, 6, 24, 4, 8, 24, 3, 6, 3, 8, 3, 24, 4, 6, 4, 2, 23]",0
2511,"[2, 2, 3, 24, 2, 2, 3, 4, 6, 23, 6, 2, 8, 24, 2, 6, 8, 3, 8, 2]",0
2512,"[4, 4, 3, 24, 2, 23, 3, 3, 2, 3, 23, 2, 24, 6, 23, 23, 3, 24, 23, 4]",0
2513,"[3, 3, 14, 2, 5, 18, 2, 5, 3, 5, 5, 2, 12, 14, 13, 11, 14, 12, 2, 5]",1
2514,"[11, 12, 18, 11, 3, 13, 18, 13, 11, 18, 3, 14, 3, 12, 13, 5, 13, 3, 14, 12]",1
2515,"[11, 14, 12, 12, 13, 14, 14, 13, 5, 13, 3, 13, 14, 5, 14, 2, 12, 13, 12, 11]",1
2516,"[18, 12, 3, 12, 11, 14, 14, 12, 3, 12, 2, 3, 5, 3, 14, 12, 5, 14, 2, 5]",1
2517,"[3, 6, 2, 8, 2, 23, 2, 2, 24, 23, 8, 8, 23, 24, 4, 2, 24, 23, 23, 4]",0
2518,"[12, 5, 2, 11, 2, 2, 12, 11, 14, 12, 14, 3, 2, 13, 14, 3, 13, 11, 13, 5]",1
2519,"[23, 3, 23, 3, 8, 2, 3, 23, 4, 23, 4, 23, 3, 8, 6, 2, 24, 24, 8, 6]",0
2520,"[5, 12, 11, 13, 11, 11, 12, 3, 2, 13, 12, 3, 3, 5, 5, 11, 18, 2, 5, 13]",1
2521,"[3, 23, 4, 2, 4, 8, 6, 3, 8, 8, 6, 6, 3, 24, 2, 6, 23, 3, 8, 23]",0
2522,"[3, 2, 8, 6, 6, 2, 24, 8, 4, 6, 6, 6, 23, 2, 23, 2, 4, 24, 8, 4]",0
2523,"[18, 13, 13, 11, 11, 3, 18, 12, 12, 12, 14, 14, 14, 11, 18, 18, 12, 11, 13, 5]",1
2524,"[23, 24, 6, 2, 6, 3, 4, 3, 8, 2, 2, 23, 24, 6, 3, 6, 4, 23, 6, 6]",0
2525,"[12, 3, 11, 14, 11, 14, 12, 5, 14, 11, 14, 12, 2, 11, 5, 14, 2, 3, 5, 12]",1
2526,"[5, 18, 13, 12, 13, 13, 12, 13, 14, 2, 3, 2, 14, 11, 12, 13, 2, 5, 3, 18]",1
2527,"[24, 3, 23, 8, 8, 2, 3, 4, 24, 6, 8, 2, 4, 3, 2, 2, 24, 4, 8, 24]",0
2528,"[4, 8, 2, 24, 6, 4, 6, 24, 8, 24, 2, 6, 3, 4, 6, 3, 4, 3, 23, 23]",0
2529,"[3, 23, 4, 24, 8, 23, 24, 2, 3, 2, 6, 2, 23, 24, 3, 24, 3, 24, 8, 4]",0
2530,"[8, 23, 8, 4, 24, 3, 2, 3, 3, 3, 23, 23, 23, 3, 24, 23, 24, 8, 4, 23]",0
2531,"[24, 2, 6, 8, 4, 23, 6, 6, 3, 6, 4, 24, 4, 3, 2, 24, 2, 24, 4, 2]",0
2532,"[18, 5, 12, 14, 12, 3, 3, 2, 13, 11, 3, 14, 11, 13, 12, 18, 18, 14, 5, 13]",1
2533,"[13, 11, 14, 14, 14, 18, 2, 18, 3, 14, 12, 13, 3, 3, 18, 11, 18, 2, 5, 2]",1
2534,"[23, 4, 23, 4, 23, 8, 4, 4, 8, 3, 8, 6, 24, 24, 6, 3, 3, 6, 3, 4]",0
2535,"[24, 6, 3, 2, 23, 6, 4, 2, 8, 2, 8, 2, 24, 8, 3, 4, 24, 23, 8, 6]",0
2536,"[2, 24, 4, 24, 23, 2, 3, 4, 6, 2, 6, 6, 2, 23, 6, 8, 8, 8, 24, 24]",0
2537,"[2, 3, 2, 6, 8, 23, 3, 24, 24, 4, 6, 3, 2, 4, 24, 24, 6, 4, 4, 8]",0
2538,"[4, 2, 2, 4, 23, 24, 24, 23, 23, 8, 8, 3, 8, 23, 8, 24, 2, 8, 8, 6]",0
2539,"[8, 2, 8, 23, 23, 24, 4, 3, 2, 2, 23, 3, 24, 8, 8, 4, 3, 23, 23, 6]",0
